"NAME","STATE","COUNTY","S1501_C01_006E","S1501_C01_007E","S1501_C01_008E","S1501_C01_009E","S1501_C01_010E","S1501_C01_011E","S1501_C01_012E","S1501_C01_013E","state","county","yr"
"Charlotte County, Florida","12","015","145220","4122","9974","49114","35304","13044","20983","12679","12","015",2018
"Dixie County, Florida","12","029","12370","1041","1516","5533","2250","872","777","381","12","029",2018
"Martin County, Florida","12","085","121310","5031","6434","30512","27105","12147","25129","14952","12","085",2018
"Sarasota County, Florida","12","115","328083","7753","15790","95464","66325","29000","67548","46203","12","115",2018
"Manatee County, Florida","12","081","277789","11911","17999","84529","57793","24045","49817","31695","12","081",2018
"Citrus County, Florida","12","017","113645","3658","9898","43548","26100","10397","12810","7234","12","017",2018
"Baker County, Florida","12","003","18659","696","2190","7986","3724","1571","1705","787","12","003",2018
"Santa Rosa County, Florida","12","113","118487","2477","7524","32223","27198","15779","21897","11389","12","113",2018
"Leon County, Florida","12","073","170031","3594","7225","32510","32708","16269","43915","33810","12","073",2018
"Broward County, Florida","12","011","1344708","65021","85104","368264","264965","131894","269898","159562","12","011",2018
"Monroe County, Florida","12","087","59600","2331","2849","16274","13155","5141","12399","7451","12","087",2018
"Hernando County, Florida","12","053","136540","4848","12354","49681","31844","13917","15921","7975","12","053",2018
"Hillsborough County, Florida","12","057","935758","44264","64305","254006","179425","88177","194532","111049","12","057",2018
"Taylor County, Florida","12","123","16088","896","2732","6969","2963","1344","870","314","12","123",2018
"Wakulla County, Florida","12","129","22983","588","2185","8253","5851","1881","2813","1412","12","129",2018
"McDuffie County, Georgia","13","189","14303","607","1943","5795","2937","1059","1182","780","13","189",2018
"Morgan County, Georgia","13","211","12538","489","1202","4357","2807","1070","1526","1087","13","211",2018
"Heard County, Georgia","13","149","8026","465","1200","3489","1637","452","402","381","13","149",2018
"Dougherty County, Georgia","13","095","57866","3062","7058","16792","13773","4805","7095","5281","13","095",2018
"DeKalb County, Indiana","18","033","28705","608","2192","12002","5916","2905","3481","1601","18","033",2018
"Tipton County, Indiana","18","159","10905","387","880","4480","1799","852","1692","815","18","159",2018
"Vigo County, Indiana","18","167","69096","1990","6246","22265","15753","5924","10134","6784","18","167",2018
"Warrick County, Indiana","18","173","42415","748","2219","13321","9046","4540","7923","4618","18","173",2018
"LaGrange County, Indiana","18","087","22476","6255","1895","7291","3408","1294","1742","591","18","087",2018
"Rush County, Indiana","18","139","11525","491","1279","5300","2227","728","946","554","18","139",2018
"Boone County, Indiana","18","011","42286","828","1871","9025","7211","2906","12309","8136","18","011",2018
"Lake County, Indiana","18","089","327083","14018","25013","114444","73668","27681","48285","23974","18","089",2018
"Montgomery County, Indiana","18","107","25905","626","2092","10707","5745","2048","3256","1431","18","107",2018
"Adams County, Indiana","18","001","21160","1889","1483","8403","4081","2059","2242","1003","18","001",2018
"Fayette County, Indiana","18","041","16262","868","1969","6985","3169","1377","1269","625","18","041",2018
"Clay County, Indiana","18","021","18193","255","1265","8082","3444","2086","2037","1024","18","021",2018
"Dubois County, Indiana","18","037","28437","975","1866","11137","4334","3800","4639","1686","18","037",2018
"Franklin County, Indiana","18","047","15588","698","1147","6674","2394","1592","2011","1072","18","047",2018
"Hancock County, Indiana","18","059","50430","592","2538","16545","10375","5076","10650","4654","18","059",2018
"Howard County, Indiana","18","067","57038","1757","4594","20794","12648","5135","7843","4267","18","067",2018
"Ohio County, Indiana","18","115","4393","161","380","2005","825","419","379","224","18","115",2018
"Parke County, Indiana","18","121","12017","568","1012","5215","2668","1086","982","486","18","121",2018
"Randolph County, Indiana","18","135","17359","642","1644","7383","3810","1393","1414","1073","18","135",2018
"Benton County, Indiana","18","007","5825","131","483","2516","1270","440","782","203","18","007",2018
"Brown County, Indiana","18","013","11289","226","766","3682","2575","952","1690","1398","18","013",2018
"Putnam County, Indiana","18","133","24785","814","1864","10860","5102","2161","2273","1711","18","133",2018
"Washington County, Indiana","18","175","19216","1085","1882","8387","3653","1674","1605","930","18","175",2018
"Daviess County, Indiana","18","027","20396","3031","2434","6886","2880","2357","1857","951","18","027",2018
"Henry County, Indiana","18","065","34427","929","2653","15107","7236","2776","3903","1823","18","065",2018
"Knox County, Indiana","18","083","24571","671","2214","8808","4841","4010","2522","1505","18","083",2018
"Madison County, Indiana","18","095","90049","2248","8507","35132","19866","8122","10788","5386","18","095",2018
"Pike County, Indiana","18","125","8753","253","866","3733","1707","992","766","436","18","125",2018
"Pulaski County, Indiana","18","131","8821","341","699","4146","1955","576","790","314","18","131",2018
"Steuben County, Indiana","18","151","23651","745","1595","9048","5063","2321","3119","1760","18","151",2018
"Orange County, New York","36","071","240918","8661","16113","71452","48146","24755","41463","30328","36","071",2018
"Haywood County, North Carolina","37","087","45175","1227","4156","11993","10501","6011","6792","4495","37","087",2018
"Dunn County, Wisconsin","55","033","27076","659","1076","9221","5357","3177","4890","2696","55","033",2018
"Grant County, Wisconsin","55","043","31805","1119","1329","11589","6304","4154","4631","2679","55","043",2018
"Sheboygan County, Wisconsin","55","117","80103","1923","3962","29054","17116","8866","13472","5710","55","117",2018
"Menominee County, Wisconsin","55","078","2650","61","172","1151","519","291","257","199","55","078",2018
"Buffalo County, Wisconsin","55","011","9532","254","541","3954","1878","1195","1121","589","55","011",2018
"La Crosse County, Wisconsin","55","063","74991","1356","2720","19039","16048","10110","16226","9492","55","063",2018
"Marathon County, Wisconsin","55","073","93192","3417","4342","32128","16950","12514","16255","7586","55","073",2018
"Trempealeau County, Wisconsin","55","121","20032","824","1218","7782","3674","2648","2798","1088","55","121",2018
"Dodge County, Wisconsin","55","027","62894","1612","4063","26242","13719","6877","7317","3064","55","027",2018
"Vilas County, Wisconsin","55","125","16910","182","945","5257","4294","1647","2966","1619","55","125",2018
"Manitowoc County, Wisconsin","55","071","56859","1719","3252","21907","11940","6710","8182","3149","55","071",2018
"Burnett County, Wisconsin","55","013","11681","172","636","4420","2802","1309","1611","731","55","013",2018
"Door County, Wisconsin","55","029","21377","231","1062","6652","4574","1986","4349","2523","55","029",2018
"Fond du Lac County, Wisconsin","55","039","71153","1996","3893","26061","14623","8460","11354","4766","55","039",2018
"Pepin County, Wisconsin","55","091","5211","217","251","2069","1078","595","684","317","55","091",2018
"Richland County, Wisconsin","55","103","12323","469","767","5044","2473","1243","1457","870","55","103",2018
"Waushara County, Wisconsin","55","137","18145","849","1648","7591","3784","1420","1843","1010","55","137",2018
"Lafayette County, Wisconsin","55","065","11349","433","683","4416","2271","1405","1441","700","55","065",2018
"Pierce County, Wisconsin","55","093","26111","456","908","8512","5796","3075","4908","2456","55","093",2018
"Calumet County, Wisconsin","55","015","33698","777","1257","10660","6765","4573","7325","2341","55","015",2018
"Kenosha County, Wisconsin","55","059","112136","3734","7293","34817","26210","11297","19011","9774","55","059",2018
"Johnson County, Wyoming","56","019","6133","35","236","1793","1721","580","1192","576","56","019",2018
"Laramie County, Wyoming","56","021","65774","1111","3391","16968","16947","8512","12155","6690","56","021",2018
"Teton County, Wyoming","56","039","17164","457","501","2272","3219","868","6488","3359","56","039",2018
"San Jacinto County, Texas","48","407","19779","1262","1916","9787","3831","823","1422","738","48","407",2018
"Upshur County, Texas","48","459","27588","1468","2853","9400","6949","2223","3316","1379","48","459",2018
"Waller County, Texas","48","473","27604","2636","2656","8945","6348","1533","3749","1737","48","473",2018
"Ozark County, Missouri","29","153","6900","327","850","3079","1426","376","465","377","29","153",2018
"Cooper County, Missouri","29","053","12230","445","904","4751","2548","959","1809","814","29","053",2018
"Gentry County, Missouri","29","075","4513","213","275","1942","977","293","550","263","29","075",2018
"Mississippi County, Missouri","29","133","9720","1028","1452","3848","1843","345","843","361","29","133",2018
"Bollinger County, Missouri","29","017","8706","607","1185","4050","1648","396","583","237","29","017",2018
"Knox County, Missouri","29","103","2676","161","159","1233","527","174","291","131","29","103",2018
"Montgomery County, Missouri","29","139","8169","429","865","3656","1513","585","719","402","29","139",2018
"Stoddard County, Missouri","29","207","20596","1433","2541","8277","4265","1353","1861","866","29","207",2018
"Audrain County, Missouri","29","007","17629","790","1765","8177","3120","1220","1646","911","29","007",2018
"Greene County, Missouri","29","077","188021","4189","11584","52936","48135","14421","35811","20945","29","077",2018
"St. Clair County, Missouri","29","185","6963","274","831","2958","1472","493","599","336","29","185",2018
"Schuyler County, Missouri","29","197","2954","194","231","1386","623","178","192","150","29","197",2018
"Edmunds County, South Dakota","46","045","2694","162","100","951","521","273","481","206","46","045",2018
"Codington County, South Dakota","46","029","18952","586","929","6971","3796","2585","3198","887","46","029",2018
"Butte County, South Dakota","46","019","6951","169","487","2935","1568","357","1152","283","46","019",2018
"Corson County, South Dakota","46","031","2311","66","324","791","467","271","322","70","46","031",2018
"Campbell County, South Dakota","46","021","1080","69","48","399","163","90","270","41","46","021",2018
"Bennett County, South Dakota","46","007","1901","84","259","611","455","142","294","56","46","007",2018
